X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-122.44475,47.2522000000001,491,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Tacoma Public Library - Main Branch,Tacoma Public Library,1102 Tacoma Avenue South,Tacoma,WA,98402,Pierce,(253) 292-2001,2533445584,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.44475,47.2522,6a3b39c0-e260-453e-9a0a-35dc5ff5fa04
-122.33893,47.6611600000001,492,Public Libraries,Municipal,Seattle Public Library - Central Library,Wallingford Branch,,1501 N. 45th St.,Seattle,WA,98103-6708,King,206-684-4088,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/wallingford-branch,-122.33893,47.66116,871a99eb-7cae-4395-8554-15bd08974230
-122.38475,47.5826900000001,493,Public Libraries,Municipal,Seattle Public Library - Central Library,West Seattle Branch,,2306 42nd Ave. S.W.,Seattle,WA,98116-2535,King,206-684-7444,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/west-seattle-branch,-122.38475,47.58269,7277093d-5cac-4c52-8e35-29c5426096c6
-122.36329,47.5530400000001,494,Public Libraries,Municipal,Seattle Public Library - Central Library,Delridge Branch,,5423 Delridge Way S.W.,Seattle,WA,98106-1479,King,206-733-9125,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/delridge-branch,-122.36329,47.55304,76b95c1d-7148-400c-83cb-f8b1a0ef98af
-122.32267,47.5961500000001,495,Public Libraries,Municipal,Seattle Public Library - Central Library,International District/Chinatown Branch,,713 Eighth Ave. S.,Seattle,WA,98104,King,206-386-1300,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/international-district-chinatown-branch,-122.32267,47.59615,8bf8591f-f7b9-4506-a241-9dbf9132d482
-122.3228,47.7060200000001,496,Public Libraries,Municipal,Seattle Public Library - Central Library,Northgate Branch,,10548 Fifth Ave. N.E.,Seattle,WA,98125-7202,King,206-386-1980,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/northgate-branch,-122.3228,47.70602,47ce43e7-4194-423e-9dea-515af7edd1c4
-122.32258,47.5262900000001,497,Public Libraries,Municipal,Seattle Public Library - Central Library,South Park Branch,,8604 Eighth Ave. S.,Seattle,WA,98108-4713,King,206-615-1688,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/south-park-branch,-122.32258,47.52629,94f47059-f7f4-4b9b-8732-c3ac65c0e4ba
-117.42522,47.6592200000001,498,Public Libraries,Municipal,Spokane Public Library,Spokane Public Library,,906 W Main Ave,Spokane,WA,99201-0905,Spokane,(509) 444-5300,5094445365,,http://www.spokanelibrary.org,-117.42522,47.65922,5f6e662e-8415-4b1f-9fe8-89c7f6e57269
-117.37697,47.65099,499,Public Libraries,Municipal,Spokane Public Library,East Side Library,,524 S Stone St,Spokane,WA,99202-4150,Spokane,(509) 444-5375,5094445369,,http://www.spokanelibrary.org/east-side/,-117.37697,47.65099,981b6ae1-f6a6-45f6-b321-8a9d5ccfc27e
-117.37387,47.6947400000001,500,Public Libraries,Municipal,Spokane Public Library,Hillyard Library,,4005 N Cook St,Spokane,WA,99207-5879,Spokane,(509) 444-5380,5094445370,,http://www.spokanelibrary.org/hillyard/,-117.37387,47.69474,9490a018-cad0-43ac-a31c-56afaed0ae03
-117.39058,47.62422,501,Public Libraries,Municipal,Spokane Public Library,South Hill Library,,3324 S Perry St,Spokane,WA,99203-4058,Spokane,(509) 444-5385,5094445371,,http://www.spokanelibrary.org/south-hill/,-117.39058,47.62422,6c19fe6a-32cd-48d7-8664-c137d18d0454
-117.44217,47.7002800000001,502,Public Libraries,Municipal,Spokane Public Library,Shadle Library,,2111 W Wellesley Ave,Spokane,WA,99205-5012,Spokane,(509) 444-5390,5094445372,,http://www.spokanelibrary.org/shadle/,-117.44217,47.70028,b9267c2f-e883-4eb4-85f2-5901f4a28038
-122.31786,47.66553,503,Public Libraries,Municipal,Seattle Public Library - Central Library,University Branch,,5009 Roosevelt Way N.E.,Seattle,WA,98105-3696,King,206-684-4063,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/university-branch,-122.31786,47.66553,34e397b3-2ae7-42c1-93d1-4ca1bf37ea62
-117.97662,47.2991700000001,504,Public Libraries,Municipal,Sprague Public Library,Sprague Public Library,,119 W 2nd St,Sprague,WA,99032-0264,Lincoln,(509) 257-2662,5092572691,library@sprague-wa.us,http://sprague.lib.wa.us/,-117.97662,47.29917,9893cdde-1d69-4dfe-b9e4-ffc2be47e011
-122.43511,47.2066600000001,505,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Moore Branch,,215 S 56th Street,Tacoma,WA,98408,Pierce,(253) 341-4848,,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.43511,47.20666,2897a432-d82d-4366-998e-473317434159
-122.44288,47.18143,506,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Fern Hill Branch,,765 South 84th Street,Tacoma,WA,98444,Pierce,(253) 341-4724,2538302914,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.44288,47.18143,221bc465-837c-44ff-a037-4f5fe8b4eb24
-122.3864,47.28783,507,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Kobetich Branch,,212 Browns Point Blvd NE,Tacoma,WA,98422,Pierce,(253) 248-7265,,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.3864,47.28783,ee9de4ec-a7b8-4805-a6bd-45c691a25602
-122.42178,47.22875,508,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Mottet Branch,,3523 East G Street,Tacoma,WA,98404,Pierce,(253) 617-7680,2535926398,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.42178,47.22875,944ad728-0fa6-4dad-a1e5-8fdb64d13864
-122.53067,47.25582,509,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Swasey Branch,,7001 6th Avenue,Tacoma,WA,98406,Pierce,(253) 617-7810,2535641282,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.53067,47.25582,399d0b79-c6e0-4548-9c0b-8ac5a7e91ede
-122.48633,47.27101,510,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Wheelock Branch,,3722 N 26th Street,Tacoma,WA,98407,Pierce,(253) 617-7811,2537613133,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.48633,47.27101,cbee1c2f-3904-4856-bc2d-fae69c170c90
-118.33443,46.0671100000001,511,Public Libraries,Municipal,Walla Walla Public Library,Walla Walla Public Library,,238 E Alder St,Walla Walla,WA,99362-1943,Walla Walla,509-527-4550,5095247950,,http://wallawallapubliclibrary.org,-118.33443,46.06711,87315e2d-14a5-4f05-a4b5-188a20850284
-118.15519,46.2700400000001,512,Public Libraries,Municipal,Weller Public Library,Weller Public Library,,212 Main,Waitsburg,WA,99361-0035,Walla Walla,(509) 337-8149,5093378149,wellerpubliclibrary@yahoo.com,,-118.15519,46.27004,91e33952-7b35-4927-886e-ff2c9cfc33f2
-120.4187827,46.9842268,513,Public Libraries,Municipal,Gilmour Memorial Library,Gilmour Memorial Library,,200 N. Pierce Street,Kittitas,WA,98934,kittitas,(509) 968-0226,,library@cityofkittitas.com,https://www.facebook.com/kittitaslibrary,-120.4187827,46.9842268,e011d75f-934c-4b72-aad9-5e75dd6ff834
-122.32224,47.6228300000001,514,Public Libraries,Municipal,Seattle Public Library - Central Library,Capitol Hill Branch,,425 Harvard Ave. E.,Seattle,WA,98102-4908,King,206-684-4715,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/capitol-hill-branch,-122.32224,47.62283,ff7d4157-ac50-4f22-aa00-5c1e04b3ee8e
-122.23909,48.50469,515,Public Libraries,Municipal,Central Skagit Rural Partial County Library District,Central Skagit Library Processing Center,,720 Metcalf St,Sedro-Woolley,WA,98284,Skagit,(360) 755-3985 ext.3,3608995270,admin@centralskagitlibrary.org,http://www.centralskagitlibrary.org,-122.23909,48.50469,20cccc80-c04b-4ab2-a204-3f30d2d266a0
-117.09426,47.67177,516,Public Libraries,Municipal,Liberty Lake Municipal Library,Liberty Lake Municipal Library,,23123 E Mission Ave,Liberty Lake,WA,99019-8514,Spokane,(509) 232-2510,5092322512,library@libertylakewa.gov,http://www.libertylakewa.gov/435/library,-117.09426,47.67177,b7d6dddb-7eb6-4c61-b63e-8c7520019872
-121.75901,48.5368800000001,517,Public Libraries,Municipal,Upper Skagit Library,Upper Skagit Library,,"45770B Main St, PO BOX 99",Concrete,WA,98237,Skagit,(360) 853-7939,,info@upperskagitlibrary.org,www.upperskagitlibrary.org,-121.75901,48.53688,6462db1f-eda0-4077-961a-e6b90be8e4d5
-117.48272,47.7404000000001,518,Public Libraries,Municipal,Spokane Public Library,Indian Trail Library,,4909 W Barnes Rd,Spokane,WA,99208-9155,Spokane,(509) 444-5395,5094445399,,http://www.spokanelibrary.org/indian-trail/,-117.48272,47.7404,4b040dc3-0650-4e00-9ff1-b41a6db7f261
-122.33296,47.60648,519,Public Libraries,Municipal,Seattle Public Library - Central Library,Seattle Public Library - Central Library,Seattle Public Library,1000 Fourth Ave.,Seattle,WA,98104-1109,King,(206) 386-4636,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/,-122.33296,47.60648,5883df67-be98-4641-87f0-87b003a8faa1
-122.48207,47.20669,520,Public Libraries,Municipal,Tacoma Public Library - Main Branch,South Tacoma Branch,,3411 S 56th Street,Tacoma,WA,98409,Pierce,(253) 617-7809,2538302655,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.48207,47.20669,cddbc731-2c5c-45c4-b691-da1424a85adc
-122.93797,46.1407,521,Public Libraries,Municipal,Longview Public Library,Longview Public Library,,1600 Louisiana St,Longview,WA,98632-2903,Cowlitz,(360) 442-5300,3604425954,,http://www.longviewlibrary.org,-122.93797,46.1407,0b338b31-65b0-4fff-9ee7-2fa40910951d
-124.15429,46.96673,522,Public Libraries,Municipal,Ocean Shores Public Library,Ocean Shores Public Library,,573 Pt Brown Ave NW,Ocean Shores,WA,98569-0669,Grays harbor,360-289-3919,3602894318,oslibrary@osgov.com,http://oslibrary.info,-124.15429,46.96673,4d183f35-234a-4ac4-96a5-134f1f0383f1
-118.68949,47.3333400000001,523,Public Libraries,Municipal,Odessa Public Library,Odessa Public Library,,21 E 1st Ave,Odessa,WA,99159-0218,Lincoln,(509) 982-2654,5099822410,odessapublib@odessaoffice.com,http://odessa.lib.wa.us/,-118.68949,47.33334,81028ad6-292d-4e52-b749-64de8fbceaf8
-122.76346,48.1165700000001,524,Public Libraries,Municipal,Port Townsend Public Library,Port Townsend Public Library,,1220 Lawrence Street,Port Townsend,WA,98368-6527,Jefferson,(360) 385-3181,,ptlibrary@cityofpt.us,http://www.ptpubliclibrary.org,-122.76346,48.11657,ec8f874c-38ca-415c-b0d9-455d639575d8
-122.29377,47.18976,525,Public Libraries,Municipal,Puyallup Public Library,Puyallup Public Library,,324 S Meridian,Puyallup,WA,98371-5914,Pierce,253-841-5454,2538415483,puylib@puyallupwa.gov,http://www.puyalluplibrary.org,-122.29377,47.18976,02878f35-ca36-4b0f-8724-529b9bd1ce16
-117.88162,47.66914,526,Public Libraries,Municipal,Reardan Memorial Library,Reardan Memorial Library,,120 S. Oak,Reardan,WA,99029-0227,Lincoln,(509) 994-9997,5097963925,library@townofreardan.com,http://www.reardan.lib.wa.us/,-117.88162,47.66914,09b518af-3185-43f2-8908-850cfbd66449
-117.18285,46.7288,527,Public Libraries,Municipal,Neill Public Library,Neill Public Library,,210 N. Grand Ave,Pullman,WA,99163-2608,Whitman,509-334-3595,,library@neill-lib.org,http://www.neill-lib.org,-117.18285,46.7288,b1d1e6e3-7cb5-49b9-a69c-63faa91f24a6
-119.27891,46.2797800000001,528,Public Libraries,Municipal,Richland Public Library,Richland Public Library,,955 Northgate Dr,Richland,WA,99352,Benton,509-942-7454,5099427442,,http://richland.lib.wa.us,-119.27891,46.27978,9eb7632e-3954-43f3-b550-79260ccb92ee
-122.37629,47.5224400000001,529,Public Libraries,Municipal,Seattle Public Library - Central Library,Southwest Branch,,9010 35th Ave. S.W.,Seattle,WA,98126-3821,King,206-684-7455,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/southwest-branch,-122.37629,47.52244,cdce2229-cf2b-4339-bec9-30f1dba98fdb
-120.99205,47.22207,530,Public Libraries,Municipal,Roslyn Public Library,Roslyn Public Library,,201 S. First Street,Roslyn,WA,98941-0451,Kittitas,(509) 649-3420,5096493420,,http://www.roslynlibrary.org,-120.99205,47.22207,057d01ad-bb50-4817-a9b8-af29f67e8b50
-122.35624,47.72301,531,Public Libraries,Municipal,Seattle Public Library - Central Library,Broadview Branch,,12755 Greenwood Ave. N.,Seattle,WA,98133-7901,King,(206) 684-7519,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/broadview-branch,-122.35624,47.72301,be54b201-0c48-4dcf-a35a-f9488e74e11c
-122.2901,47.6126400000001,532,Public Libraries,Municipal,Seattle Public Library - Central Library,Madrona-Sally Goldmark Branch,,1134 33rd Ave.,Seattle,WA,98122-5130,King,206-684-4705,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/madrona-sally-goldmark-branch,-122.2901,47.61264,0d88f6e6-3bdd-4a1d-b766-4f050f1e7863
-122.27065,47.5214800000001,533,Public Libraries,Municipal,Seattle Public Library - Central Library,Rainier Beach Branch,,9125 Rainier Ave. S.,Seattle,WA,98118-5026,King,206-386-1906,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/rainier-beach-branch,-122.27065,47.52148,e498b253-b431-48e1-9ead-0c1cb377774c
-122.36275,47.6338200000001,534,Public Libraries,Municipal,Seattle Public Library - Central Library,Queen Anne Branch,,400 W. Garfield St.,Seattle,WA,98119-3038,King,206-386-4227,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/queen-anne-branch,-122.36275,47.63382,d63142fc-e24e-4fde-b31f-f8d90083410a
-122.29071,47.6778600000001,535,Public Libraries,Municipal,Seattle Public Library - Central Library,Northeast Branch,,6801 35th Ave. N.E.,Seattle,WA,98115-7333,King,206-684-7539,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/northeast-branch,-122.29071,47.67786,285f2cce-5eb7-4e2a-ba1e-7ae6c0bd9a49
-122.33805,48.4157200000001,536,Public Libraries,Municipal,Mount Vernon City Library,Mount Vernon City Library,,315 Snoqualmie Street,Mount Vernon,WA,98273-4226,Skagit,(360) 336-6209,3603366259,,http://www.mountvernonwa.gov/library,-122.33805,48.41572,2d91f0d7-63db-4ed9-a03b-a6f7b9245a13
-122.40134,47.6453100000001,537,Public Libraries,Municipal,Seattle Public Library - Central Library,Magnolia Branch,,2801 34th Ave. W.,Seattle,WA,98199-2602,King,206-386-4225,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/magnolia-branch,-122.40134,47.64531,95166f3d-5e9a-4de5-af0b-12f2c3ab5bc0
-122.28676,47.5598200000001,538,Public Libraries,Municipal,Seattle Public Library - Central Library,Columbia Branch,,4721 Rainier Ave. S.,Seattle,WA,98118-1696,King,206-386-1908,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/columbia-branch,-122.28676,47.55982,59225662-dcd6-4f87-8c78-f4fbbc779210
-122.29809,47.71979,539,Public Libraries,Municipal,Seattle Public Library - Central Library,Lake City Branch,,12501 28th Ave NE,Seattle,WA,98125-4319,King,206-684-7518,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/lake-city-branch,-122.29809,47.71979,2ec04bbd-0e51-4318-893d-770c13801b50
-122.37606,47.5481500000001,540,Public Libraries,Municipal,Seattle Public Library - Central Library,High Point Branch,,3411 S.W. Raymond St.,Seattle,WA,98126-2953,King,206-684-7454,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/high-point-branch,-122.37606,47.54815,a0f41cbb-826a-4823-b448-8ebcc39cfd53
-122.35485,47.68744,541,Public Libraries,Municipal,Seattle Public Library - Central Library,Greenwood Branch,,8016 Greenwood Ave. N.,Seattle,WA,98103-4282,King,(206) 684-4086,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/greenwood-branch,-122.35485,47.68744,777aec19-152d-456a-90fd-4b131bd3304a
-122.3267,47.6814800000001,542,Public Libraries,Municipal,Seattle Public Library - Central Library,Green Lake Branch,,7364 E. Green Lake Dr. N.,Seattle,WA,98115-5352,King,206-684-7547,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/green-lake-branch,-122.3267,47.68148,c34d8ea9-23df-42d5-9d7f-2238b302be52
-122.34844,47.65002,543,Public Libraries,Municipal,Seattle Public Library - Central Library,Fremont Branch,,731 N. 35th St.,Seattle,WA,98103-8802,King,206-684-4084,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/fremont-branch,-122.34844,47.65002,73521433-e2a4-4f6b-9ea6-a76710fb36a9
-122.30177,47.6019000000001,544,Public Libraries,Municipal,Seattle Public Library - Central Library,Douglass-Truth Branch,,2300 E. Yesler Way,Seattle,WA,98122-6061,King,206-684-4704,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/douglass-truth-branch,-122.30177,47.6019,9b1c1503-6314-4c09-930c-42b2d791cdd0
-122.30236,47.6404200000001,545,Public Libraries,Municipal,Seattle Public Library - Central Library,Montlake Branch,,2401 24th Ave. E.,Seattle,WA,98112-2642,King,206-684-4720,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/montlake-branch,-122.30236,47.64042,1279a509-4bba-4a47-be8d-f0015939d07f
-122.35412,47.6508600000001,546,Special Libraries,Business and Industry,"Shannon and Wilson, Inc. Technical Library","Shannon and Wilson, Inc. Technical Library",,"400 N 34th St, Ste 100",Seattle,WA,98103-8600,King,(206) 695-6821,2066956777,,http://www.shannonwilson.com,-122.35412,47.65086,f56e3851-9c60-420d-b49b-f74967ce45e9
-122.43756,48.46745,547,Special Libraries,Business and Industry,PACCAR Technical Library,PACCAR Technical Library,,12479 Farm to Market Rd,Mount Vernon,WA,98273,Skagit,(360) 757-5234,,,http://www.paccar.com,-122.43756,48.46745,66776f2b-9bb5-4629-a9b7-1e45237c8977
-122.15661,47.7030600000001,548,Special Libraries,Business and Industry,Aerojet Rocketdyne Technical Library,Aerojet Rocketdyne Technical Library,,11411 139th PL N.E.,Redmond,WA,98052,King,(425) 936-5414,4258825754,library@rocket.com,,-122.15661,47.70306,95ccdc78-4fc4-4e37-b68d-55e1664b6684
-122.12979,47.6400200000001,549,Special Libraries,Business and Industry,Microsoft Library,Microsoft Library,,"One Microsoft Way, Bldg 92",Redmond,WA,98052-6399,King,425-706-8700,,library@microsoft.com,,-122.12979,47.64002,0ad732cb-aea2-425a-9308-db1ede6e2800
-122.53018,47.2427500000001,550,Special Libraries,Business and Industry,APA - The Engineered Wood Association,APA - The Engineered Wood Association,,7011 S 19th St,Tacoma,WA,98466-5333,Pierce,(253) 565-6600,2535657265,help@apawood.org,http://apawood.org,-122.53018,47.24275,c93dc97c-71c6-4e3c-8ae9-22ec72e50185
-122.33067,47.6201600000001,551,Special Libraries,Business and Industry,NBBJ Library,NBBJ Library,,223 Yale Ave N,Seattle,WA,98109,King,(206) 223-5124,,,http://www.nbbj.com,-122.33067,47.62016,e369fee6-69cb-44cf-b176-53b3594bcf3c
-122.3286218,47.5987129000001,552,Special Libraries,Business and Industry,Sound Transit Research Library,Sound Transit Research Library,,Union Station,Seattle,WA,98104-2826,King,206-398-5344,,library@soundtransit.org,,-122.3286218,47.5987129,b3881be6-cca0-4775-9cff-3b32b7511db4
-122.28119,47.15484,553,Special Libraries,Business and Industry,Parametrix Library,Parametrix Library,,1019 39th Ave. SE,Puyallup,WA,98374,Pierce,253-501-5227,,,http://www.parametrix.com,-122.28119,47.15484,57dc1797-5f70-4f2c-bec9-d786f5b03efb
-122.33131,47.6132200000001,554,Special Libraries,Community Club Libraries,Seattle Theatre Group Historical Theatres Library,Seattle Theatre Group Historical Theatres Library,,911 Pine Street 4th Floor,Seattle,WA,98101,King,206 812 3304,,library@stgpresents.org,http://www.stgpresents.org/library,-122.33131,47.61322,975ea94a-237e-4d86-989f-bea652eac60a
-122.62443,48.5348000000001,555,Special Libraries,Community Club Libraries,Guemes Island Library,Guemes Island Library,,7549 Guemes Island Rd,Anacortes,WA,98221-9041,Skagit,360-293-9052,3602939052,guemeslibrary@gmail.com,http://guemeslibrary.com,-122.62443,48.5348,ede11470-62dd-4557-8c81-a0d8a478aa9d
-122.31306,47.5652000000001,556,Special Libraries,Education,Burke Museum,Burke Museum,,4300 15th Ave NE,Seattle,WA,98195,King,(206) 616-7318,,burkereg@uw.edu,http://www.burkemuseum.org,-122.31306,47.5652,61b6ac56-3080-4b71-8e62-78af9a23da27
-123.01719,48.53576,557,Special Libraries,History/Genealogy,Whale Museum Library,Whale Museum Library,,62 First St N,Friday Harbor,WA,98250-0945,San Juan,(360) 378-4710 ex 31,3603785790,,http://www.whalemuseum.org,-123.01719,48.53576,0165c1d8-6463-4d3d-bce3-4cafbb9011a4
-122.37857,47.5582400000001,558,Special Libraries,History/Genealogy,"Providence Archives, Seattle","Providence Archives, Seattle",,4800 37th Avenue SW,Seattle,WA,98126-2724,King,206-937-4600,2069234001,archives@providence.org,http://www.providence.org/archives,-122.37857,47.55824,d11fdda6-a00d-437c-9e1d-79de496545bc
-122.27683,47.63464,559,Special Libraries,History/Genealogy,Fiske Genealogical Library,Fiske Genealogical Library,,1644 43rd Ave E,Seattle,WA,98112-3222,King,206-328-2716,,postmaster@fiskelibrary.org,https://fiskelibrary.org,-122.27683,47.63464,63749eb4-242a-4f3a-b4d0-d588886bae56
-120.5248,46.5704400000001,560,Special Libraries,History/Genealogy,Yakima Valley Genealogical Society Library,Yakima Valley Genealogical Society Library,,1901 S 12th Ave,Union Gap,WA,98903-1256,Yakima,(509) 248-1328,,yvgs1901@gmail.com,http://www.yvgs.net,-120.5248,46.57044,0050269c-e184-4f0b-90bf-6837ea725ca7
-122.14822,48.16718,561,Special Libraries,History/Genealogy,Stillaguamish Valley Genealogical Society,Stillaguamish Valley Genealogical Society,,6111 - 188th Pl. NE,Arlington,WA,98223-0034,Snohomish,(360) 435-4838,,info@stillygen.org,http://www.stillygen.org,-122.14822,48.16718,bc4bdee0-b45c-4ca3-a263-7f14bce9bcbe
-122.39092,47.6686,562,Special Libraries,History/Genealogy,"Cultural Resource Center, National Nordic Museum","Cultural Resource Center, National Nordic Museum",,2655 NW Market Street,Seattle,WA,98107,King,(206) 789-5707 x7018,,nordic@nordicmuseum.org,https://nordicmuseum.org/collections/research,-122.39092,47.6686,e062300d-dc37-4568-b6ef-849d807271df
-117.4483535,47.6566799,563,Special Libraries,History/Genealogy,Joel E. Ferris Research Archives,Joel E. Ferris Research Archives,"Cheney Cowles Center, Ground Level",2316 W 1st Ave,Spokane,WA,99201,Spokane,(509) 363-5342,,archives@northwestmuseum.org,http://www.northwestmuseum.org,-117.4483535,47.6566799,144661b5-99bf-4900-9ed0-084e23c8195a
-122.3278,47.54965,564,Special Libraries,History/Genealogy,Puget Sound Maritime,Puget Sound Maritime,,5933 6th Avenue South,Seattle,WA,98108,King,206-812-5464,,research@pugetmaritime.org,http://www.pugetmaritime.org,-122.3278,47.54965,7ed620b4-2486-433a-b96c-c2b51d7de08f
-122.29709,47.51901,565,Special Libraries,History/Genealogy,The Museum of Flight,The Museum of Flight,,9404 East Marginal Way South,Seattle,WA,98108,King,(206) 768-7160,2064374071,,http://www.museumofflight.org,-122.29709,47.51901,0d5c06ab-bb4f-4bcb-b44c-09c587de3aee
-122.56448,47.1772700000001,566,Special Libraries,History/Genealogy,Historic Fort Steilacoom Reseach Library,Historic Fort Steilacoom Reseach Library,,9601 Steilacoom Blvd SW,Lakewood,WA,98498,Pierce,,,research@historicfortsteilacoom.org,http://www.historicfortsteilacoom.org,-122.56448,47.17727,1f19480a-b45c-4b4d-9e4f-48a0587d8d7f
-122.277492,47.818339,567,Special Libraries,History/Genealogy,Sno-Isle Genealogical Society,Sno-Isle Genealogical Society,,Humble House at Heritage Park,Lynnwood,WA,98036-6938,Snohomish,(425) 775-6267,,info@snoislegen.org,http://www.rootsweb.ancestry.com/~wasigs/,-122.277492,47.818339,c893eb1d-ae66-42a9-a807-96b87a3e1962
-122.3367827,47.6276036,568,Special Libraries,History/Genealogy,Museum of History & Industry,Museum of History & Industry,,860 Terry Ave N,Seattle,WA,98109,King,(206) 324-1126 ext 102,,library@mohai.org,http://www.mohai.org,-122.3367827,47.6276036,c2a3d6fa-886d-44a0-aec8-12ac2867cbee
-122.33061,47.60452,569,Special Libraries,Law,Karr Tuttle Campbell Library,Karr Tuttle Campbell Library,,"701 Fifth Avenue, Suite 3300",Seattle,WA,98104,King,206-224-8154,,,http://www.karrtuttle.com,-122.33061,47.60452,883d7f74-dc34-4960-b15a-387db3b1679e
,,570,Special Libraries,Law,MG Gallagher Law Library,MG Gallagher Law Library,,William H. Gates Hall,Seattle,WA,98195-3025,King,(206) 543-4089,,,http://lib.law.washington.edu,,,419b1b47-266f-4e3d-b666-445be494298c
-122.33319,47.60549,571,Special Libraries,Law,"K&L Gates, LLP Library","K&L Gates, LLP Library",,"925 4th Ave, Ste 2900",Seattle,WA,98104-1158,King,(206) 370-6734,,,http://www.klgates.com,-122.33319,47.60549,153a7f6a-e642-4940-8153-41e40ceef6a2
-122.33466,47.6105400000001,572,Special Libraries,Law,Lane Powell PC,Lane Powell PC,,1420 5th Ave,Seattle,WA,98101,King,(206) 223-6245,2062237107,library@lanepowell.com,http://www.lanepowell.com/,-122.33466,47.61054,9899b6cb-32d8-4dc2-8b50-1142e7e19188
-122.33301,47.6060800000001,573,Special Libraries,Law,Fox Rothschild  Library,Fox Rothschild  Library,,1001 Fourth Ave.,Seattle,WA,98154-1065,King,206-624-3600,,,http://www.foxrothschild.com/,-122.33301,47.60608,ba67a86f-ba9a-42b0-927c-6c76df4bac1d
-122.3562476,47.6147189000001,574,Special Libraries,Law,Miller Nash LLP Library,Miller Nash LLP Library,Pier 70,2801 Alaskan Way #300,Seattle,WA,98121-1128,King,(503-205-2426,5032240155,library@millernash.com,http://www.millernash.com,-122.3562476,47.6147189,f1797785-b6e5-4ced-a49a-6a7ea4c4c046
-122.33673,47.6061300000001,575,Special Libraries,Law,Garvey Schubert Barer Library,Garvey Schubert Barer Library,,"1191 2nd Avenue, Suite 1800",Seattle,WA,98101-2939,King,206-464-3939,,gsblibrary@gsblaw.com,http://www.gsblaw.com,-122.33673,47.60613,fdd48374-0e03-416b-875b-d93851f26479
-122.33533,47.60655,576,Special Libraries,Law,Foster Pepper PLLC,Foster Pepper PLLC,,"1111 3rd Avenue, Ste. 3000",Seattle,WA,98101,King,206-447-6474,2067492049,library@foster.com,http://www.foster.com/,-122.33533,47.60655,f4d7d99b-a936-44a8-a619-1c78949772f9
-122.3311,47.6059000000001,577,Special Libraries,Law,Davis Wright Tremaine LLP Research and Library,Davis Wright Tremaine LLP Research and Library,,902 Fifth Ave,Seattle,WA,98014,King,,,,,-122.3311,47.6059,2e89945b-5cda-4315-82a9-ddb46a1ef07c
